"","species","tip","fleshy","genus","family","order","group"
"13065","Struthanthus syringifolius","Struthanthus_syringifolius",1,"Struthanthus","Loranthaceae","Santalales","Angiosperms"
"13066","Struthanthus vulgaris","Struthanthus_vulgaris",1,"Struthanthus","Loranthaceae","Santalales","Angiosperms"
"13067","Strychnos amazonica","Strychnos_amazonica",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13068","Strychnos angolensis","Strychnos_angolensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13069","Strychnos axillaris","Strychnos_axillaris",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13070","Strychnos brachistantha","Strychnos_brachistantha",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13071","Strychnos brasiliensis","Strychnos_brasiliensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13072","Strychnos camptoneura","Strychnos_camptoneura",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13073","Strychnos cayennensis","Strychnos_cayennensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13074","Strychnos cocculoides","Strychnos_cocculoides",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13075","Strychnos cogens","Strychnos_cogens",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13076","Strychnos colubrina","Strychnos_colubrina",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13077","Strychnos darienensis","Strychnos_darienensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13078","Strychnos decussata","Strychnos_decussata",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13079","Strychnos erichsonii","Strychnos_erichsonii",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13080","Strychnos gerrardii","Strychnos_gerrardii",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13081","Strychnos glabra","Strychnos_glabra",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13082","Strychnos gossweileri","Strychnos_gossweileri",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13083","Strychnos gro_frucht","Strychnos_gro_frucht",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13084","Strychnos guianensis","Strychnos_guianensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13085","Strychnos henningsii","Strychnos_henningsii",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13086","Strychnos innocua","Strychnos_innocua",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13087","Strychnos kasengaensis","Strychnos_kasengaensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13088","Strychnos lucens","Strychnos_lucens",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13089","Strychnos lucida","Strychnos_lucida",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13090","Strychnos madagascariensis","Strychnos_madagascariensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13091","Strychnos mandarine","Strychnos_mandarine",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13092","Strychnos matopensis","Strychnos_matopensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13093","Strychnos medeola","Strychnos_medeola",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13094","Strychnos mellodora","Strychnos_mellodora",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13095","Strychnos minor","Strychnos_minor",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13096","Strychnos mitis","Strychnos_mitis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13097","Strychnos myrcioides","Strychnos_myrcioides",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13098","Strychnos myrtoides","Strychnos_myrtoides",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13099","Strychnos ngouniensis","Strychnos_ngouniensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13100","Strychnos oiapocensis","Strychnos_oiapocensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13101","Strychnos panamensis","Strychnos_panamensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13102","Strychnos panganensis","Strychnos_panganensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13103","Strychnos panurensis","Strychnos_panurensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13104","Strychnos potatorum","Strychnos_potatorum",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13105","Strychnos pseudoquina","Strychnos_pseudoquina",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13106","Strychnos psilosperma","Strychnos_psilosperma",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13107","Strychnos pungens","Strychnos_pungens",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13108","Strychnos scheffleri","Strychnos_scheffleri",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13109","Strychnos schultesiana","Strychnos_schultesiana",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13110","Strychnos sp.","Strychnos_sp.",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13111","Strychnos spinosa","Strychnos_spinosa",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13112","Strychnos toxifera","Strychnos_toxifera",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13113","Strychnos trinervis","Strychnos_trinervis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13114","Strychnos usambarensis","Strychnos_usambarensis",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13115","Strychnos xantha","Strychnos_xantha",1,"Strychnos","Loganiaceae","Gentianales","Angiosperms"
"13116","Stryphnodendron adstringens","Stryphnodendron_adstringens",1,"Stryphnodendron","Fabaceae","Fabales","Angiosperms"
"13117","Stryphnodendron guianense","Stryphnodendron_guianense",1,"Stryphnodendron","Fabaceae","Fabales","Angiosperms"
"13118","Stryphnodendron paniculatum","Stryphnodendron_paniculatum",1,"Stryphnodendron","Fabaceae","Fabales","Angiosperms"
"13119","Stryphnodendron polystachyum","Stryphnodendron_polystachyum",1,"Stryphnodendron","Fabaceae","Fabales","Angiosperms"
"13120","Stryphnodendron pulcherrimum","Stryphnodendron_pulcherrimum",1,"Stryphnodendron","Fabaceae","Fabales","Angiosperms"
"13121","Stryphnodendron rotundifolium","Stryphnodendron_rotundifolium",1,"Stryphnodendron","Fabaceae","Fabales","Angiosperms"
"13122","Stuckenia pectinata","Stuckenia_pectinata",0,"Stuckenia","Potamogetonaceae","Alismatales","Angiosperms"
"13123","Stylisma humistrata","Stylisma_humistrata",0,"Stylisma","Convolvulaceae","Solanales","Angiosperms"
"13124","Stylogyne standleyi","Stylogyne_standleyi",1,"Stylogyne","Primulaceae","Ericales","Angiosperms"
"13125","Stylogyne turbacensis","Stylogyne_turbacensis",1,"Stylogyne","Primulaceae","Ericales","Angiosperms"
"13126","Stylosanthes biflora","Stylosanthes_biflora",0,"Stylosanthes","Fabaceae","Fabales","Angiosperms"
"13127","Stylosanthes humilis","Stylosanthes_humilis",0,"Stylosanthes","Fabaceae","Fabales","Angiosperms"
"13128","Styphelia tameiameiae","Styphelia_tameiameiae",1,"Styphelia","Ericaceae","Ericales","Angiosperms"
"13129","Styrax argenteus","Styrax_argenteus",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13130","Styrax benzoin","Styrax_benzoin",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13131","Styrax dasyanthus","Styrax_dasyanthus",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13132","Styrax ferrugineus","Styrax_ferrugineus",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13133","Styrax foveolaria","Styrax_foveolaria",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13134","Styrax guyanensis","Styrax_guyanensis",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13135","Styrax leprosus","Styrax_leprosus",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13136","Styrax obassia","Styrax_obassia",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13137","Styrax officinalis","Styrax_officinalis",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13138","Styrax pohlii","Styrax_pohlii",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13139","Styrax serrulatum","Styrax_serrulatum",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13140","Styrax subargenteus","Styrax_subargenteus",1,"Styrax","Styracaceae","Ericales","Angiosperms"
"13141","Suaeda novae-zelandiae","Suaeda_novae-zelandiae",0,"Suaeda","Amaranthaceae","Caryophyllales","Angiosperms"
"13142","Sundacarpus amara","Sundacarpus_amara",1,"Sundacarpus","Podocarpaceae","Pinales","Gymnosperms"
"13143","Suregada africana","Suregada_africana",0,"Suregada","Euphorbiaceae","Malpighiales","Angiosperms"
"13144","Suregada baronii","Suregada_baronii",1,"Suregada","Euphorbiaceae","Malpighiales","Angiosperms"
"13145","Suregada procera","Suregada_procera",0,"Suregada","Euphorbiaceae","Malpighiales","Angiosperms"
"13146","Suregada zanzibariensis","Suregada_zanzibariensis",0,"Suregada","Euphorbiaceae","Malpighiales","Angiosperms"
"13147","Swartzia arborescens","Swartzia_arborescens",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13148","Swartzia brachyrachis","Swartzia_brachyrachis",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13149","Swartzia cardiosperma","Swartzia_cardiosperma",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13150","Swartzia corrugata","Swartzia_corrugata",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13151","Swartzia flaemingii","Swartzia_flaemingii",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13152","Swartzia jororii","Swartzia_jororii",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13153","Swartzia kuhlmannii","Swartzia_kuhlmannii",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13154","Swartzia laurifolia","Swartzia_laurifolia",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13155","Swartzia laxiflora","Swartzia_laxiflora",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13156","Swartzia leptopetala","Swartzia_leptopetala",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13157","Swartzia polyphylla","Swartzia_polyphylla",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13158","Swartzia racemosa","Swartzia_racemosa",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13159","Swartzia recurva","Swartzia_recurva",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13160","Swartzia trianae","Swartzia_trianae",1,"Swartzia","Fabaceae","Fabales","Angiosperms"
"13161","Swida controversa","Swida_controversa",1,"Swida","Cornaceae","Cornales","Angiosperms"
"13162","Swida macrophylla","Swida_macrophylla",1,"Swida","Cornaceae","Cornales","Angiosperms"
"13163","Swietenia humilis","Swietenia_humilis",0,"Swietenia","Meliaceae","Sapindales","Angiosperms"
"13164","Swietenia macrophylla","Swietenia_macrophylla",0,"Swietenia","Meliaceae","Sapindales","Angiosperms"
"13165","Syagrus cocoides","Syagrus_cocoides",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13166","Syagrus flexuosa","Syagrus_flexuosa",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13167","Syagrus inajai","Syagrus_inajai",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13168","Syagrus oleracea","Syagrus_oleracea",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13169","Syagrus pseudococos","Syagrus_pseudococos",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13170","Syagrus romanzoffiana","Syagrus_romanzoffiana",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13171","Syagrus ruschiana","Syagrus_ruschiana",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13172","Syagrus sancona","Syagrus_sancona",1,"Syagrus","Arecaceae","Arecales","Angiosperms"
"13173","Symphonia globulifera","Symphonia_globulifera",1,"Symphonia","Clusiaceae","Malpighiales","Angiosperms"
"13174","Symphonia gymnoclada","Symphonia_gymnoclada",1,"Symphonia","Clusiaceae","Malpighiales","Angiosperms"
"13175","Symphonia louvelii","Symphonia_louvelii",1,"Symphonia","Clusiaceae","Malpighiales","Angiosperms"
"13176","Symphonia tanalensis","Symphonia_tanalensis",1,"Symphonia","Clusiaceae","Malpighiales","Angiosperms"
"13177","Symphoricarpos albus","Symphoricarpos_albus",1,"Symphoricarpos","Caprifoliaceae","Dipsacales","Angiosperms"
"13178","Symphoricarpos occidentalis","Symphoricarpos_occidentalis",1,"Symphoricarpos","Caprifoliaceae","Dipsacales","Angiosperms"
"13179","Symphoricarpos orbiculatus","Symphoricarpos_orbiculatus",1,"Symphoricarpos","Caprifoliaceae","Dipsacales","Angiosperms"
"13180","Symphoricarpos rivularis","Symphoricarpos_rivularis",1,"Symphoricarpos","Caprifoliaceae","Dipsacales","Angiosperms"
"13181","Symphyotrichum lanceolatum","Symphyotrichum_lanceolatum",0,"Symphyotrichum","Asteraceae","Asterales","Angiosperms"
"13182","Symphyotrichum lateriflorum","Symphyotrichum_lateriflorum",0,"Symphyotrichum","Asteraceae","Asterales","Angiosperms"
"13183","Symphyotrichum prenanthoides","Symphyotrichum_prenanthoides",0,"Symphyotrichum","Asteraceae","Asterales","Angiosperms"
"13184","Symphyotrichum racemosum","Symphyotrichum_racemosum",0,"Symphyotrichum","Asteraceae","Asterales","Angiosperms"
"13185","Symplocarpus foetidus","Symplocarpus_foetidus",1,"Symplocarpus","Araceae","Alismatales","Angiosperms"
"13186","Symplococarpon purpusii","Symplococarpon_purpusii",1,"Symplococarpon","Pentaphylacaceae","Ericales","Angiosperms"
"13187","Symplocos ampulliformis","Symplocos_ampulliformis",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13188","Symplocos arechea","Symplocos_arechea",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13189","Symplocos celastrinea","Symplocos_celastrinea",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13190","Symplocos chinensis","Symplocos_chinensis",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13191","Symplocos cochinchinensis","Symplocos_cochinchinensis",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13192","Symplocos colorata","Symplocos_colorata",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13193","Symplocos coreana","Symplocos_coreana",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13194","Symplocos crassiramifera","Symplocos_crassiramifera",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13195","Symplocos cyanocarpa","Symplocos_cyanocarpa",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13196","Symplocos estrellensis","Symplocos_estrellensis",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13197","Symplocos glanduloso-marginata","Symplocos_glanduloso-marginata",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13198","Symplocos glandulosomarginata","Symplocos_glandulosomarginata",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13199","Symplocos glauca","Symplocos_glauca",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13200","Symplocos graniticola","Symplocos_graniticola",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13201","Symplocos hayesii","Symplocos_hayesii",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13202","Symplocos hylandii","Symplocos_hylandii",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13203","Symplocos kotoensis","Symplocos_kotoensis",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13204","Symplocos lancifolia","Symplocos_lancifolia",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13205","Symplocos laxiflora","Symplocos_laxiflora",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13206","Symplocos limoncillo","Symplocos_limoncillo",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13207","Symplocos lucida","Symplocos_lucida",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13208","Symplocos paniculata","Symplocos_paniculata",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13209","Symplocos paucistaminea","Symplocos_paucistaminea",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13210","Symplocos prunifolia","Symplocos_prunifolia",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13211","Symplocos pubescens","Symplocos_pubescens",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13212","Symplocos racemosa","Symplocos_racemosa",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13213","Symplocos revoluta","Symplocos_revoluta",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13214","Symplocos sp.","Symplocos_sp.",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13215","Symplocos stawellii","Symplocos_stawellii",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13216","Symplocos sumuntia","Symplocos_sumuntia",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13217","Symplocos tanakae","Symplocos_tanakae",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13218","Symplocos tenuifolia","Symplocos_tenuifolia",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13219","Symplocos tetrandra","Symplocos_tetrandra",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13220","Symplocos thwaitesii","Symplocos_thwaitesii",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13221","Symplocos tinctoria","Symplocos_tinctoria",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13222","Symplocos uniflora","Symplocos_uniflora",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13223","Symplocos variabilis","Symplocos_variabilis",1,"Symplocos","Symplocaceae","Ericales","Angiosperms"
"13224","Synadenium cupulare","Synadenium_cupulare",0,"Synadenium","Euphorbiaceae","Malpighiales","Angiosperms"
"13225","Synaptolepis alternifolia","Synaptolepis_alternifolia",0,"Synaptolepis","Thymelaeaceae","Malvales","Angiosperms"
"13226","Synaptolepis kirkii","Synaptolepis_kirkii",1,"Synaptolepis","Thymelaeaceae","Malvales","Angiosperms"
"13227","Synechanthus warscewiczianus","Synechanthus_warscewiczianus",1,"Synechanthus","Arecaceae","Arecales","Angiosperms"
"13228","Synedrella nodiflora","Synedrella_nodiflora",0,"Synedrella","Asteraceae","Asterales","Angiosperms"
"13229","Syngonium angustatum","Syngonium_angustatum",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13230","Syngonium hoffmannii","Syngonium_hoffmannii",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13231","Syngonium macrophyllum","Syngonium_macrophyllum",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13232","Syngonium podophyllum","Syngonium_podophyllum",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13233","Syngonium schottianum","Syngonium_schottianum",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13234","Syngonium standleyanum","Syngonium_standleyanum",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13235","Syngonium triphyllum","Syngonium_triphyllum",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13236","Syngonium yurimaguense","Syngonium_yurimaguense",1,"Syngonium","Araceae","Alismatales","Angiosperms"
"13237","Synima cordierorum","Synima_cordierorum",1,"Synima","Sapindaceae","Sapindales","Angiosperms"
"13238","Synima macrophylla","Synima_macrophylla",1,"Synima","Sapindaceae","Sapindales","Angiosperms"
"13239","Synoum glandulosum","Synoum_glandulosum",1,"Synoum","Meliaceae","Sapindales","Angiosperms"
"13240","Synsepalum brevipes","Synsepalum_brevipes",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13241","Synsepalum cerasiferum","Synsepalum_cerasiferum",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13242","Synsepalum kassneri","Synsepalum_kassneri",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13243","Synsepalum msolo","Synsepalum_msolo",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13244","Synsepalum passargei","Synsepalum_passargei",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13245","Synsepalum sp.","Synsepalum_sp.",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13246","Synsepalum stipulatum","Synsepalum_stipulatum",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13247","Synsepalum ulugurense","Synsepalum_ulugurense",1,"Synsepalum","Sapotaceae","Ericales","Angiosperms"
"13248","Syzygium alatoramulum","Syzygium_alatoramulum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13249","Syzygium albiflorum","Syzygium_albiflorum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13250","Syzygium alliiligneum","Syzygium_alliiligneum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13251","Syzygium angophoroides","Syzygium_angophoroides",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13252","Syzygium apodophyllum","Syzygium_apodophyllum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13253","Syzygium aqueum","Syzygium_aqueum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13254","Syzygium argyropedicum","Syzygium_argyropedicum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13255","Syzygium australe","Syzygium_australe",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13256","Syzygium bamagense","Syzygium_bamagense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13257","Syzygium banksii","Syzygium_banksii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13258","Syzygium bernieri","Syzygium_bernieri",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13259","Syzygium boonjee","Syzygium_boonjee",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13260","Syzygium borbonicum","Syzygium_borbonicum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13261","Syzygium brackenridgei","Syzygium_brackenridgei",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13262","Syzygium branderhorstii","Syzygium_branderhorstii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13263","Syzygium buettnerianum","Syzygium_buettnerianum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13264","Syzygium bungadinnia","Syzygium_bungadinnia",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13265","Syzygium buxifolium","Syzygium_buxifolium",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13266","Syzygium canicortex","Syzygium_canicortex",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13267","Syzygium cf.","Syzygium_cf.",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13268","Syzygium chloranthum","Syzygium_chloranthum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13269","Syzygium clusiifolium","Syzygium_clusiifolium",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13270","Syzygium commersonii","Syzygium_commersonii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13271","Syzygium congolense","Syzygium_congolense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13272","Syzygium contractum","Syzygium_contractum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13273","Syzygium cordatum","Syzygium_cordatum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13274","Syzygium cordemoyi","Syzygium_cordemoyi",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13275","Syzygium coriaceum","Syzygium_coriaceum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13276","Syzygium cormiflorum","Syzygium_cormiflorum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13277","Syzygium corynanthum","Syzygium_corynanthum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13278","Syzygium cumini","Syzygium_cumini",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13279","Syzygium cusiifolium","Syzygium_cusiifolium",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13280","Syzygium cymosum","Syzygium_cymosum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13281","Syzygium dansiei","Syzygium_dansiei",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13282","Syzygium dealatum","Syzygium_dealatum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13283","Syzygium emirnense","Syzygium_emirnense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13284","Syzygium endophloium","Syzygium_endophloium",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13285","Syzygium erythrocalyx","Syzygium_erythrocalyx",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13286","Syzygium erythrodoxum","Syzygium_erythrodoxum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13287","Syzygium fibrosum","Syzygium_fibrosum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13288","Syzygium formosum","Syzygium_formosum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13289","Syzygium forte","Syzygium_forte",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13290","Syzygium fratris","Syzygium_fratris",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13291","Syzygium garciae","Syzygium_garciae",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13292","Syzygium gerrardii","Syzygium_gerrardii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13293","Syzygium glenum","Syzygium_glenum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13294","Syzygium griffithii","Syzygium_griffithii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13295","Syzygium guineense","Syzygium_guineense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13296","Syzygium gustavioides","Syzygium_gustavioides",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13297","Syzygium inophylloides","Syzygium_inophylloides",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13298","Syzygium jambos","Syzygium_jambos",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13299","Syzygium johnsonii","Syzygium_johnsonii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13300","Syzygium kuranda","Syzygium_kuranda",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13301","Syzygium legatii","Syzygium_legatii",0,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13302","Syzygium luehmannii","Syzygium_luehmannii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13303","Syzygium macilwraithianum","Syzygium_macilwraithianum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13304","Syzygium maire","Syzygium_maire",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13305","Syzygium malaccense","Syzygium_malaccense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13306","Syzygium masukuense","Syzygium_masukuense",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13307","Syzygium mauritianum","Syzygium_mauritianum",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13308","Syzygium micklethwaitii","Syzygium_micklethwaitii",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
"13309","Syzygium monimioides","Syzygium_monimioides",1,"Syzygium","Myrtaceae","Myrtales","Angiosperms"
