Code,Target_species,sp,Target_Genus,Target_Family,Habitat,Dispersal.Phase,hoarder_Species,hoarder_Family,mode,Disperser_group,Location,Source,
1924,Rhus_integrifolia,Rhus integrifolia,Rhus,Anacardiaceae,Mediterranean,Secondary,Aphelocoma_insularis,Corvidae,cache,Bird,USA,Pesendorger et al. (2016b),
2042,Styphelia_tameiameiae,Styphelia tameiameiae,Styphelia,Ericaceae,Tropical,Secondary,Corvus_hawaiiensis,Corvidae,cache,Bird,Hawai,Culliney et al. (2012),
2160,Vaccinium_reticulatum,Vaccinium reticulatum,Vaccinium,Ericaceae,Tropical,Secondary,Corvus_hawaiiensis,Corvidae,cache,Bird,Hawai,Culliney et al. (2012),
2211,Yucca_brevifolia,Yucca brevifolia,Yucca,Asparagaceae,Arid,Primary,Aphelocoma_californica,Corvidae,cache,Bird,USA,Borchert (2016),
1739,Quercus_lobata,Quercus lobata,Quercus,Fagaceae,Temperate,Primary,Pipilo_maculatus,Emberizidae,cache,Bird,USA,Pesendorfer & Koenig (2016),
1307,Pinus_albicaulis,Pinus albicaulis,Pinus,Pinaceae,Temperate,Primary,Pinicola_enucleator,Fringillidae,cache,Bird,USA,Hutchins & Lanner (1982),
1759,Quercus_muehlenbergii,Quercus muehlenbergii,Quercus,Fagaceae,Temperate,Primary,several birds,Fringillidae,cache,Bird,USA,Cilles et al. (2016),
421,Castanopsis_sieboldii,Castanopsis sieboldii,Castanopsis,Fagaceae,Temperate,Primary,Parus_varius,Paridae,cache,Bird,Japan,Higuchi (1977),
491,Cirsium_tanakae,Cirsium tanakae,Cirsium,Asteraceae,Temperate,Primary,Parus_montanus,Paridae,cache,Bird,Japan,Nakamura & Wako (1988),
551,Corylus_avellana,Corylus avellana,Corylus,Betulaceae,Temperate,Primary,Parus_palustris,Paridae,cache,Bird,UK,Richards (1958),
767,Fagus_sylvatica,Fagus sylvatica,Fagus,Fagaceae,Temperate,Primary,Parus_ater,Paridae,cache,Bird,UK,Richards (1958),
902,Humulus_japonica,Humulus japonica,Humulus,Cannabaceae,Temperate,Primary,Parus_montanus,Paridae,cache,Bird,Japan,Nakamura & Wako (1988),
913,Illicium_anisatum,Illicium anisatum,Illicium,Schisandraceae,Temperate,Primary,Poecile_varius,Paridae,cache,Bird,Japan,Yoshikawa et al. (2018),
970,Juniperus_communis,Juniperus communis,Juniperus,Cupressaceae,Temperate,Primary,Parus_montanus,Paridae,cache,Bird,Sweden,Brodin (1993),
1074,Lonicera_pariclymenum,Lonicera pariclymenum,Lonicera,Caprifoliaceae,Temperate,Secondary,Parus_palustris,Paridae,cache,Bird,UK,Richards (1958),
1097,Malus_pumila,Malus pumila,Malus,Rosaceae,Temperate,Secondary,Parus_palustris,Paridae,cache,Bird,UK,Richards (1958),
1291,Picea_abies,Picea abies,Picea,Pinaceae,Temperate,Primary,Parus_cinctus,Paridae,cache,Bird,Sweden,Alatalo & Carlson (1987),
1292,Picea_abies,Picea abies,Picea,Pinaceae,Temperate,Primary,Parus_montanus,Paridae,cache,Bird,Sweden,Alatalo & Carlson (1987),
1308,Pinus_albicaulis,Pinus albicaulis,Pinus,Pinaceae,Temperate,Primary,Poecile_gambeli,Paridae,cache,Bird,USA,Hutchins & Lanner (1982),
1413,Pinus_pumila,Pinus pumila,Pinus,Pinaceae,Temperate,Primary,Parus_varius,Paridae,cache,Bird,Japan,Hayashida (2003),
1433,Pinus_sylvestris,Pinus sylvestris,Pinus,Pinaceae,Temperate,Primary,Parus_cinctus,Paridae,cache,Bird,Sweden,Alatalo & Carlson (1987),
1434,Pinus_sylvestris,Pinus sylvestris,Pinus,Pinaceae,Temperate,Primary,Parus_montanus,Paridae,cache,Bird,Sweden,Alatalo & Carlson (1987),
1435,Pinus_sylvestris,Pinus sylvestris,Pinus,Pinaceae,Temperate,Secondary,Parus_ater,Paridae,cache,Bird,UK,Richards (1958),
1740,Quercus_lobata,Quercus lobata,Quercus,Fagaceae,Temperate,Primary,Baeolophus_inornatus,Paridae,cache,Bird,USA,Pesendorfer & Koenig (2016),
1799,Quercus_pyrenaica,Quercus pyrenaica,Quercus,Fagaceae,Mediterranean,Primary,Parus_major,Paridae,cache,Bird,Spain,Perea et al. (2011c),
1925,Rhus_trichocarpa,Rhus trichocarpa,Rhus,Anacardiaceae,Temperate,Primary,Parus_montanus,Paridae,cache,Bird,Japan,Nakamura & Wako (1988),
2043,Styrax_japonica,Styrax japonica,Styrax,Styracaceae,Temperate,Primary,Parus_varius,Paridae,cache,Bird,Japan,Hashimoto et al. (2002),
2094,Taxus_cuspidata,Taxus cuspidata,Taxus,Taxaceae,Temperate,Primary,Parus_palustris,Paridae,cache,Bird,Japan,Sakakibara (1989),
2095,Taxus_cuspidata,Taxus cuspidata,Taxus,Taxaceae,Temperate,Primary,Parus_varius,Paridae,cache,Bird,Japan,Sakakibara (1989),
1192,Notholithocarpus_densiflorus,Notholithocarpus densiflorus,Notholithocarpus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1606,Quercus_agrifolia,Quercus agrifolia,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,USA,Koenig & Benedict (2002),
1607,Quercus_agrifolia,Quercus agrifolia,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1609,Quercus_agrifolia,Quercus agrifolia,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,USA,Scofield et al. (2010),
1626,Quercus_arizonica,Quercus arizonica,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1636,Quercus_castanea,Quercus castanea,Quercus,Fagaceae,Arid,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,USA,Herrera-Arroyo et al. (2013),
1637,Quercus_castanea,Quercus castanea,Quercus,Fagaceae,Temperate,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Herrera-Arroyo et al. (2013),
1638,Quercus_castanea,Quercus castanea,Quercus,Fagaceae,Temperate,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Rosas-Espinoza et al. (2008),
1645,Quercus_chrysolepis,Quercus chrysolepis,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,USA,Koenig & Haydock (1999),
1646,Quercus_chrysolepis,Quercus chrysolepis,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1649,Quercus_copeyensis,Quercus copeyensis,Quercus,Fagaceae,Tropical,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Costa Rica,Stanback (1989),
1651,Quercus_costaricencis,Quercus costaricencis,Quercus,Fagaceae,Tropical,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Costa Rica,Stanback (1989),
1652,Quercus_costaricensis,Quercus costaricensis,Quercus,Fagaceae,Tropical,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Costa Rica,Chinchilla-Romero (1991),
1653,Quercus_costaricensis,Quercus costaricensis,Quercus,Fagaceae,Tropical,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Costa Rica,Stanback (1989),
1669,Quercus_douglasii,Quercus douglasii,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,USA,Koenig & Benedict (2002),
1670,Quercus_douglasii,Quercus douglasii,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1673,Quercus_durifolia,Quercus durifolia,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1691,Quercus_germana,Quercus germana,Quercus,Fagaceae,Tropical,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Pérez-Ramos et al. (2017),
1718,Quercus_kelloggii,Quercus kelloggii,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1721,Quercus_laeta,Quercus laeta,Quercus,Fagaceae,Arid,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Rosas-Espinoza et al. (2008),
1735,Quercus_lobata,Quercus lobata,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,USA,Koenig & Benedict (2002),
1736,Quercus_lobata,Quercus lobata,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1741,Quercus_lobata,Quercus lobata,Quercus,Fagaceae,Temperate,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,USA,Pesendorfer & Koenig (2016),
1746,Quercus_magnoliifolia,Quercus magnoliifolia,Quercus,Fagaceae,Temperate,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Rosas-Espinoza et al. (2008),
1773,Quercus_oleoides,Quercus oleoides,Quercus,Fagaceae,Tropical,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Belize,Stacey (1981),
1805,Quercus_resinosa,Quercus resinosa,Quercus,Fagaceae,Temperate,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Rosas-Espinoza et al. (2008),
1885,Quercus_viminea,Quercus viminea,Quercus,Fagaceae,Temperate,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Rosas-Espinoza et al. (2008),
1886,Quercus_wislizenii,Quercus wislizenii,Quercus,Fagaceae,Mediterranean,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Koenig & Williams (1979),
1897,Quercus_xalapensis,Quercus xalapensis,Quercus,Fagaceae,Tropical,Primary,Melanerpes_formicivorus,Picidae,cache,Bird,Mexico,Pérez-Ramos et al. (2017),
2146,Trigonobalanus_excelsa,Trigonobalanus excelsa,Trigonobalanus,Fagaceae,Tropical,Primary,Melanerpes_aurifrons,Picidae,cache,Bird,Colombia,Aldana et al. (2011),
2117,Timonius_sp.,Timonius sp.,Timonius,Rubiaceae,Tropical,Primary,Amblyornis_macgregoriae,Ptilonorhynchidae,cache,Bird,New Guinea,Pruett-Jones & Pruett-Jones (1985),
1354,Pinus_flexilis,Pinus flexilis,Pinus,Pinaceae,Temperate,Primary,Tamiasciurus_hudsonicus,Sciuridae,cache,Bird,USA,Benkman et al. (1984),
1429,Pinus_strobiformis,Pinus strobiformis,Pinus,Pinaceae,Arid,Primary,Tamiasciurus_hudsonicus,Sciuridae,cache,Bird,USA,Benkman et al. (1984),
1322,Pinus_brutia,Pinus brutia,Pinus,Pinaceae,Mediterranean,Secondary,Sitta_krueperi,Sittidae,cache,Bird,Turkey,Frankis (1991),
1397,Pinus_nigra,Pinus nigra,Pinus,Pinaceae,Temperate,Secondary,Sitta_whiteheadi,Sittidae,cache,Bird,France,Thibault et al. (2006),
1405,Pinus_ponderosa,Pinus ponderosa,Pinus,Pinaceae,Temperate,Secondary,Sitta_canadensis,Sittidae,cache,Bird,USA,Hendricks (1995),
1416,Pinus_pumila,Pinus pumila,Pinus,Pinaceae,Temperate,Primary,Sitta_europaea,Sittidae,cache,Bird,Japan,Hayashida (2003),
1800,Quercus_pyrenaica,Quercus pyrenaica,Quercus,Fagaceae,Mediterranean,Primary,Sitta_europaea,Sittidae,cache,Bird,Spain,Perea et al. (2011c),
2096,Taxus_cuspidata,Taxus cuspidata,Taxus,Taxaceae,Temperate,Primary,Sitta_europaea,Sittidae,cache,Bird,Japan,Sakakibara (1989),
2097,Taxus_cuspidata,Taxus cuspidata,Taxus,Taxaceae,Temperate,Secondary,Sitta_europeae,Sittidae,cache,Bird,Japan,Sakakibara (1989),
70,Alstonia_landolphioides,Alstonia landolphioides,Alstonia,Apocynaceae,Tropical,Secondary,Bird,,cache,Bird,Nigeria,Dutton et al. (2014),
278,Brassica_rapa,Brassica rapa,Brassica,Brassicaceae,Temperate,Secondary,Harpalus_rufipes,Carabidae,invert,Insect,USA,Hartke et al. (1998),
343,Capsella_bursapastori,Capsella bursapastori,Capsella,Brassicaceae,Temperate,Secondary,Harpalus_affinis,Carabidae,invert,Insect,Czech Republic,Honek et al. (2003),
344,Capsella_bursapastori,Capsella bursapastori,Capsella,Brassicaceae,Temperate,Secondary,Pseudoophonus_rufipes,Carabidae,invert,Insect,Czech Republic,Honek et al. (2003),
454,Chenopodium_album,Chenopodium album,Chenopodium,Amaranthaceae,Temperate,Secondary,Harpalus_rufipes,Carabidae,invert,Insect,USA,Hartke et al. (1998),
456,Chenopodium_album,Chenopodium album,Chenopodium,Amaranthaceae,Temperate,Secondary,Pterostichus_melanarius,Carabidae,invert,Insect,UK,Mauchline et al. (2005),
487,Cirsium_arvense,Cirsium arvense,Cirsium,Asteraceae,Temperate,Secondary,Harpalus_affinis,Carabidae,invert,Insect,Czech Republic,Honek et al. (2003),
488,Cirsium_arvense,Cirsium arvense,Cirsium,Asteraceae,Temperate,Secondary,Pseudoophonus_rufipes,Carabidae,invert,Insect,Czech Republic,Honek et al. (2003),
779,Festuca_myuros,Festuca myuros,Festuca,Poaceae,Temperate,Secondary,Dicheirus_picheus,Carabidae,invert,Insect,USA,Alcock (1976),
817,Galium_aparine,Galium aparine,Galium,Rubiaceae,Temperate,Secondary,Harpalus_affinis,Carabidae,invert,Insect,Czech Republic,Honek et al. (2003),
1122,Melampyrum_sp.,Melampyrum sp.,Melampyrum,Orobanchaceae,Temperate,Secondary,Synuchus_impuctatous,Carabidae,invert,Insect,USA,Manley (1971),
1485,Polygonum_aviculare,Polygonum aviculare,Polygonum,Polygonaceae,Temperate,Secondary,Pterostichus_melanarius,Carabidae,invert,Insect,UK,Mauchline et al. (2005),
1981,Setaria_lutescens,Setaria lutescens,Setaria,Poaceae,Temperate,Secondary,Harpalus_erraticus,Carabidae,invert,Insect,USA,Kirk (1972),
1982,Setaria_lutescens,Setaria lutescens,Setaria,Poaceae,Temperate,Secondary,Harpalus_pensylvanicus,Carabidae,invert,Insect,USA,Kirk (1972),
1983,Setaria_viridis,Setaria viridis,Setaria,Poaceae,Temperate,Secondary,Harpalus_erraticus,Carabidae,invert,Insect,USA,Kirk (1972),
1984,Setaria_viridis,Setaria viridis,Setaria,Poaceae,Temperate,Secondary,Harpalus_pensylvanicus,Carabidae,invert,Insect,USA,Kirk (1972),
2002,Sinapis_arvensis,Sinapis arvensis,Sinapis,Brassicaceae,Temperate,Secondary,Pterostichus_melanarius,Carabidae,invert,Insect,UK,Mauchline et al. (2005),
2026,Stellaria_media,Stellaria media,Stellaria,Caryophyllaceae,Temperate,Secondary,Pterostichus_melanarius,Carabidae,invert,Insect,UK,Mauchline et al. (2005),
18,Acantholippia_seriphioides,Acantholippia seriphioides,Acantholippia,Verbenaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
33,Aegilops_ovata,Aegilops ovata,Aegilops,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
40,Ageratum_houstonianum,Ageratum houstonianum,Ageratum,Asteraceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
46,Agrostis_canina,Agrostis canina,Agrostis,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
47,Agrostis_gigantea,Agrostis gigantea,Agrostis,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
48,Agrostis_pallida,Agrostis pallida,Agrostis,Poaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
49,Agrostis_stolonifera,Agrostis stolonifera,Agrostis,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
50,Agrostis_tenuis,Agrostis tenuis,Agrostis,Poaceae,Temperate,Secondary,"Lasius_flavus, Formica, Tetramorium_caespitum",Formicidae,ant,Insect,Slovakia,Dostal (2005),
53,Aira_caryophyllea,Aira caryophyllea,Aira,Poaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
54,Aira_cupaniana,Aira cupaniana,Aira,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
55,Ajuga_iva,Ajuga iva,Ajuga,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
65,Allium_sindjarense,Allium sindjarense,Allium,Amaryllidaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
66,Alloteropsis_semialata,Alloteropsis semialata,Alloteropsis,Poaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
67,Alopecurus_arvensis,Alopecurus arvensis,Alopecurus,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
68,Alopecurus_pratensis,Alopecurus pratensis,Alopecurus,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
71,Alternanthera_sessilis,Alternanthera sessilis,Alternanthera,Amaranthaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
72,Alysicarpus_bupleurifolius,Alysicarpus bupleurifolius,Alysicarpus,Fabaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
73,Alysicarpus_schomburgkii,Alysicarpus schomburgkii,Alysicarpus,Fabaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
74,Alysicarpus_vaginalis,Alysicarpus vaginalis,Alysicarpus,Fabaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
75,Alyssum_desertorum,Alyssum desertorum,Alyssum,Brassicaceae,Arid,Primary,Pogonomyrmex_occidentalis,Formicidae,ant,Insect,Australia,Mull (2003),
77,Amaranthus_muricatus,Amaranthus muricatus,Amaranthus,Amaranthaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
78,Amaranthus_spinosus,Amaranthus spinosus,Amaranthus,Amaranthaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
79,Amaranthus_viridis,Amaranthus viridis,Amaranthus,Amaranthaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
89,Anagallis_arvensis,Anagallis arvensis,Anagallis,Primulaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
98,Anthemis_melanpodina,Anthemis melanpodina,Anthemis,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
99,Anthoxanthum_odoratum,Anthoxanthum odoratum,Anthoxanthum,Poaceae,Temperate,Secondary,"Lasius_flavus, Formica, Tetramorium_caespitum",Formicidae,ant,Insect,Slovakia,Dostal (2005),
100,Anthriscus_sp.,Anthriscus sp.,Anthriscus,Apiaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
101,Antirrhinum_sp.,Antirrhinum sp.,Antirrhinum,Plantaginaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
102,Apeiba_membranacea,Apeiba membranacea,Apeiba,Malvaceae,Tropical,Secondary,,Formicidae,ant,Insect,Panama,Ruzi et al. (2017),
105,Apium_bermejoi,Apium bermejoi,Apium,Apiaceae,Mediterranean,Primary,Messor_bouvieri,Formicidae,ant,Insect,Spain,Cursach & Rita (2012),
109,Arabidopsis_sp.,Arabidopsis sp.,Arabidopsis,Brassicaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
129,Aristida_hygrometrica,Aristida hygrometrica,Aristida,Poaceae,Tropical,Secondary,,Formicidae,ant,Insect,Australia,Gross et al. (1991),
130,Arrhenatherum_elatius,Arrhenatherum elatius,Arrhenatherum,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
131,Artemisia_biennis,Artemisia biennis,Artemisia,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
132,Artemisia_capillaris,Artemisia capillaris,Artemisia,Asteraceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
133,Artemisia_herba-alba,Artemisia herba-alba,Artemisia,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
134,Artemisia_sphaerocephala,Artemisia sphaerocephala,Artemisia,Asteraceae,Arid,Secondary,Messor_aciculatus,Formicidae,ant,Insect,Mongolia,Yang et al. (2013),
135,Artemisia_sphaerocephala,Artemisia sphaerocephala,Artemisia,Asteraceae,Arid,Primary,Messor_aciculatus,Formicidae,ant,Insect,Mongolia,Yang et al. (2013),
136,Artemisia_tridentata,Artemisia tridentata,Artemisia,Asteraceae,Arid,Secondary,Pheidoles ceres,Formicidae,ant,Insect,USA,judd (2006),
143,Asphodelus_ayardii,Asphodelus ayardii,Asphodelus,Xanthorrhoeaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
144,Asphodelus_tenuifolius,Asphodelus tenuifolius,Asphodelus,Xanthorrhoeaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
145,Asteriscus_pygameus,Asteriscus pygameus,Asteriscus,Asteraceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,Israel,Steinberger et al. (1991),
146,Astragalus_annularis,Astragalus annularis,Astragalus,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
147,Astragalus_hauarensis,Astragalus hauarensis,Astragalus,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
149,Astragalus_schimperi,Astragalus schimperi,Astragalus,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
150,Astragalus_tribuloides,Astragalus tribuloides,Astragalus,Fabaceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
189,Atractylis_carduus,Atractylis carduus,Atractylis,Asteraceae,Arid,Primary,Mesor_spp.,Formicidae,ant,Insect,Saudi_Arabia,Brown et al. (2012),
190,Atriplex_semibaccata,Atriplex semibaccata,Atriplex,Amaranthaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,South Africa,Milton & Dean (1993),
228,Augea_capensis,Augea capensis,Augea,Zygophyllaceae,Arid,Secondary,Mesor_spp.,Formicidae,ant,Insect,South Africa,Milton & Dean (1993),
230,Avena_barbata,Avena barbata,Avena,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
231,Avena_barbata,Avena barbata,Avena,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
232,Avena_fatua,Avena fatua,Avena,Poaceae,Mediterranean,Secondary,Mesor_spp.,Formicidae,ant,Insect,France,Detrain & Pasteels (2000),
233,Avena_fatua,Avena fatua,Avena,Poaceae,Mediterranean,Secondary,Messor_barbarus,Formicidae,ant,Insect,France,Detrain & Tasse (2000),
234,Avena_sterilis,Avena sterilis,Avena,Poaceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,Portugal,Timóteo et al. (2016),
237,Axonopus_compressus,Axonopus compressus,Axonopus,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
263,Bellis_sylvestris,Bellis sylvestris,Bellis,Asteraceae,Mediterranean,Primary,Messor_barbarus,Formicidae,ant,Insect,France,Bulot et al. (2016),
270,Bouteloua_barbata,Bouteloua barbata,Bouteloua,Poaceae,Arid,Primary,Pheidole spininodis/Pheidole bergi,Formicidae,ant,Insect,Argentina,Pirk et al. (2009),
271,Brachiaria_holosericea,Brachiaria holosericea,Brachiaria,Poaceae,Arid,Secondary,Several species,Formicidae,ant,Insect,Australia,Andersen et al. (2000),
272,Brachiaria_platyphylla,Brachiaria platyphylla,Brachiaria,Poaceae,Tropical,Secondary,Solenopsis geminata,Formicidae,ant,Insect,Taiwan,Lai et al. (2018),
