Code,Target_species,sp,Target_Genus,Target_Family,Habitat,Dispersal.Phase,hoarder_Species,hoarder_Family,mode,Disperser_group,Location,Source,
1610,Quercus_agrifolia,Quercus agrifolia,Quercus,Fagaceae,Arid,Secondary,Neotoma_fuscipes,Cricetidae,cache,Rodent,USA,Vander Wall (1990),
1613,Quercus_alba,Quercus alba,Quercus,Fagaceae,Temperate,Secondary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Blythe et al. (2015),
1623,Quercus_alba,Quercus alba,Quercus,Fagaceae,Temperate,Primary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Steele et al. (2001),
1654,Quercus_crassifolia,Quercus crassifolia,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_sp,Cricetidae,cache,Rodent,Mexico,López-Barrera & Manson (2006),
1660,Quercus_crispipilis,Quercus crispipilis,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_boylii_levipes,Cricetidae,cache,Rodent,Mexico,Quintana-Ascensio et al. (1992),
1661,Quercus_crispipilis,Quercus crispipilis,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_zarhynchus,Cricetidae,cache,Rodent,Mexico,Quintana-Ascensio et al. (1992),
1662,Quercus_crispipilis,Quercus crispipilis,Quercus,Fagaceae,Tropical,Secondary,Reithrodontomys_fulvescens_chiapensis,Cricetidae,cache,Rodent,Mexico,Quintana-Ascensio et al. (1992),
1684,Quercus_geminata,Quercus geminata,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_gossypinus,Cricetidae,cache,Rodent,USA,Ansley (2006),
1689,Quercus_germana,Quercus germana,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_aztecus,Cricetidae,cache,Rodent,Mexico,Pérez-Ramos et al. (2017),
1690,Quercus_germana,Quercus germana,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_levipes,Cricetidae,cache,Rodent,Mexico,Pérez-Ramos et al. (2017),
1720,Quercus_laeta,Quercus laeta,Quercus,Fagaceae,Arid,Secondary,Peromyscus_sp,Cricetidae,cache,Rodent,Mexico,Ramos-Palacios & Baldano (2014),
1725,Quercus_laurina,Quercus laurina,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_sp,Cricetidae,cache,Rodent,Mexico,López-Barrera (2004),
1726,Quercus_laurina,Quercus laurina,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_sp,Cricetidae,cache,Rodent,Mexico,López-Barrera & Manson (2006),
1757,Quercus_muehlenbergii,Quercus muehlenbergii,Quercus,Fagaceae,Temperate,Secondary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Cilles et al. (2016),
1758,Quercus_muehlenbergii,Quercus muehlenbergii,Quercus,Fagaceae,Temperate,Secondary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Cilles et al. (2016),
1790,Quercus_prinus,Quercus prinus,Quercus,Fagaceae,Temperate,Secondary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Blythe et al. (2015),
1817,Quercus_rubra,Quercus rubra,Quercus,Fagaceae,Temperate,Secondary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Blythe et al. (2015),
1827,Quercus_rubra,Quercus rubra,Quercus,Fagaceae,Temperate,Primary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Steele et al. (2001),
1831,Quercus_rugosa,Quercus rugosa,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_sp,Cricetidae,cache,Rodent,Mexico,López-Barrera & Manson (2006),
1877,Quercus_velutina,Quercus velutina,Quercus,Fagaceae,Temperate,Secondary,Peromyscus_leucopus,Cricetidae,cache,Rodent,USA,Blythe et al. (2015),
1887,Quercus_wutaishanica,Quercus wutaishanica,Quercus,Fagaceae,Temperate,Secondary,Tscherskia_triton,Cricetidae,cache,Rodent,China,Zhang et al. (2015),
1893,Quercus_wutaishanica,Quercus wutaishanica,Quercus,Fagaceae,Temperate,Secondary,Tscherskia_triton,Cricetidae,cache,Rodent,China,Zhang et al. (2016),
1895,Quercus_xalapensis,Quercus xalapensis,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_aztecus,Cricetidae,cache,Rodent,Mexico,Pérez-Ramos et al. (2017),
1896,Quercus_xalapensis,Quercus xalapensis,Quercus,Fagaceae,Tropical,Secondary,Peromyscus_levipes,Cricetidae,cache,Rodent,Mexico,Pérez-Ramos et al. (2017),
1917,Rhamnus_rubra,Rhamnus rubra,Rhamnus,Rhamnaceae,Temperate,Secondary,Peromyscus_maniculatus,Cricetidae,cache,Rodent,USA,Enders & Vander Wall (2012),
1921,Rhus_diversiloba,Rhus diversiloba,Rhus,Anacardiaceae,Arid,Secondary,Neotoma_fuscipes,Cricetidae,cache,Rodent,USA,Vander Wall (1990),
1947,Sambucus_racemosa,Sambucus racemosa,Sambucus,Adoxaceae,Temperate,Secondary,Myodes_rutilus,Cricetidae,cache,Rodent,USA (Alaska),Shakeri et al. (2018),
1948,Sambucus_racemosa,Sambucus racemosa,Sambucus,Adoxaceae,Temperate,Secondary,Peromyscus_keeni,Cricetidae,cache,Rodent,USA (Alaska),Shakeri et al. (2018),
1962,Schizolobium_parahybum,Schizolobium parahybum,Schizolobium,Fabaceae,Tropical,Secondary,Oligoryzomys_nigripes,Cricetidae,cache,Rodent,Brazil,Fleury et al. (2014),
2050,Syagrus_flexuosa,Syagrus flexuosa,Syagrus,Arecaceae,Tropical,Secondary,Oryzomys_subflavus,Cricetidae,cache,Rodent,,Andreazzi et al. (2009),
2064,Syagrus_romanzoffiana,Syagrus romanzoffiana,Syagrus,Arecaceae,Tropical,Secondary,Oligoryzomys_nigripes,Cricetidae,cache,Rodent,Brazil,Fleury et al. (2014),
2074,Synechanthus_warscewiczianus,Synechanthus warscewiczianus,Synechanthus,Arecaceae,Tropical,Secondary,Oryzomys_talamancae,Cricetidae,cache,Rodent,Costa Rica,DeMattia et al. (2004),
2110,Terminalia_oblongata,Terminalia oblongata,Terminalia,Combretaceae,Tropical,Secondary,Oryzomys_talamancae,Cricetidae,cache,Rodent,Costa Rica,DeMattia et al. (2004),
2157,Umbellularia_californica,Umbellularia californica,Umbellularia,Lauraceae,Arid,Secondary,Neotoma_fuscipes,Cricetidae,cache,Rodent,USA,Vander Wall (1990),
2165,Viburnum_trilobum,Viburnum trilobum,Viburnum,Adoxaceae,Temperate,Secondary,Myodes_rutilus,Cricetidae,cache,Rodent,USA (Alaska),Shakeri et al. (2018),
2166,Viburnum_trilobum,Viburnum trilobum,Viburnum,Adoxaceae,Temperate,Secondary,Peromyscus_keeni,Cricetidae,cache,Rodent,USA (Alaska),Shakeri et al. (2018),
2174,Virola_kosknyi,Virola kosknyi,Virola,Myristicaceae,Tropical,Secondary,Oryzomys_talamancae,Cricetidae,cache,Rodent,Costa Rica,DeMattia et al. (2004),
2212,Yucca_brevifolia,Yucca brevifolia,Yucca,Asparagaceae,Arid,Primary,Peromyscus_trueii,Cricetidae,cache,Rodent,USA,Borchert (2016),
1517,Prosopis_flexuosa,Prosopis flexuosa,Prosopis,Fabaceae,Arid,Secondary,Ctenomys_mendocinus,Ctenomyidae,cache,Rodent,Argentina,Campos et al. (2017),
114,Araucaria_angustifolia,Araucaria angustifolia,Araucaria,Araucariaceae,Tropical,Primary,Cuniculus_paca,Cuniculidae,cache,Rodent,Brazil,Brocardo et al. (2017),
183,Astrocaryum_standleyanum,Astrocaryum standleyanum,Astrocaryum,Arecaceae,Tropical,Primary,Cuniculus_paca,Cuniculidae,cache,Rodent,French Guiana,Andreazzi et al. (2009),
199,Attalea_butyracea,Attalea butyracea,Attalea,Arecaceae,Tropical,Secondary,Agouti_paca,Cuniculidae,cache,Rodent,Panama,Jansen et al. (2014),
205,Attalea_funifera,Attalea funifera,Attalea,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,,Andreazzi et al. (2009),
210,Attalea_humilis,Attalea humilis,Attalea,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,,Andreazzi et al. (2009),
213,Attalea_maripa,Attalea maripa,Attalea,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,,Andreazzi et al. (2009),
246,Bactris_setosa,Bactris setosa,Bactris,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,,Andreazzi et al. (2009),
450,Chamaedorea_tepejilote,Chamaedorea tepejilote,Chamaedorea,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,Mexico,Andreazzi et al. (2009),
467,Chlorocardium_rodiei,Chlorocardium rodiei,Chlorocardium,Lauraceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,Guyana,Hammond et al. (1999),
535,Cordia_bicolor,Cordia bicolor,Cordia,Boraginaceae,Tropical,Secondary,Agouti_paca,Cuniculidae,cache,Rodent,Panama,Beckman & Muller-Landau (2007),
696,Eperua_grandiflora,Eperua grandiflora,Eperua,Fabaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,French Guiana,Forget (1992),
1111,Mauritia_flexuosa,Mauritia flexuosa,Mauritia,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,Bolivia,Mendieta-Aguilar et al. (2015),
1113,Mauritia_flexuosa,Mauritia flexuosa,Mauritia,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,Ecuador,Ojeda García (2016),
1216,Oenocarpus_mapora,Oenocarpus mapora,Oenocarpus,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,Panama,Andreazzi et al. (2009),
1219,Oenocarpus_mapora,Oenocarpus mapora,Oenocarpus,Arecaceae,Tropical,Secondary,Agouti_paca,Cuniculidae,cache,Rodent,Panama,Beckman & Muller-Landau (2007),
1701,Quercus_humboldtii,Quercus humboldtii,Quercus,Fagaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,Colombia,Guerrero-Rodriguez et al. (2010),
1702,Quercus_humboldtii,Quercus humboldtii,Quercus,Fagaceae,Tropical,Secondary,Cuniculus_taczanowskii,Cuniculidae,cache,Rodent,Colombia,Guerrero-Rodriguez et al. (2010),
2059,Syagrus_pseudococos,Syagrus pseudococos,Syagrus,Arecaceae,Tropical,Secondary,Cuniculus_paca,Cuniculidae,cache,Rodent,,Andreazzi et al. (2009),
26,Acrocomia_aculeata,Acrocomia aculeata,Acrocomia,Arecaceae,Tropical,Secondary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
88,Anacardium_occidentale,Anacardium occidentale,Anacardium,Anacardiaceae,Tropical,Secondary,,Dasyproctidae,cache,Rodent,Panama,Forget (1993),
90,Andira_galeottiana,Andira galeottiana,Andira,Fabaceae,Tropical,Primary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,,Pennington (1996),
91,Andira_grandistipulas,Andira grandistipulas,Andira,Fabaceae,Tropical,Primary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,,Pennington (1996),
92,Andira_inermi,Andira inermi,Andira,Fabaceae,Tropical,Primary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,,Pennington (1996),
93,Andira_legalis,Andira legalis,Andira,Fabaceae,Tropical,Primary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,,Pennington (1996),
94,Andira_macrocarpa,Andira macrocarpa,Andira,Fabaceae,Tropical,Primary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,,Pennington (1996),
95,Andira_surinamensis,Andira surinamensis,Andira,Fabaceae,Tropical,Primary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,Guyana,Polak (1992),
103,Aphandra_natalia,Aphandra natalia,Aphandra,Arecaceae,Tropical,Primary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,Peru,Boll et al. (2005),
115,Araucaria_angustifolia,Araucaria angustifolia,Araucaria,Araucariaceae,Tropical,Primary,Dasyprocta_azarae,Dasyproctidae,cache,Rodent,Brazil,Brocardo et al. (2017),
118,Araucaria_angustifolia,Araucaria angustifolia,Araucaria,Araucariaceae,Tropical,Primary,Dasyprocta_azarae,Dasyproctidae,cache,Rodent,Brazil,Ribeiro & Vieira (2014),
126,Ardisia_palmana,Ardisia palmana,Ardisia,Primulaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Wenny (2005),
140,Artocarpus_heterophyllus,Artocarpus heterophyllus,Artocarpus,Moraceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Cid et al. (2014),
141,Artocarpus_heterophyllus,Artocarpus heterophyllus,Artocarpus,Moraceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Galetti et al. (2010),
151,Astrocaryum_aculeatissimum,Astrocaryum aculeatissimum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Andreazzi et al. (2009),
154,Astrocaryum_aculeatissimum,Astrocaryum aculeatissimum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Galetti et al. (2010),
155,Astrocaryum_aculeatum,Astrocaryum aculeatum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_leporina + Myoprocta_acouchy,Dasyproctidae,cache,Rodent,Brazil,Jorge & Howe (2009),
156,Astrocaryum_alatum,Astrocaryum alatum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Kuprewicz (2013),
157,Astrocaryum_alatum,Astrocaryum alatum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Kuprewicz (2013),
159,Astrocaryum_gratum,Astrocaryum gratum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Bolivia,Aliaga-Rossel & Moraes (2014),
162,Astrocaryum_gynacanthum,Astrocaryum gynacanthum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Ferreira (2011),
163,Astrocaryum_gynacanthum,Astrocaryum gynacanthum,Astrocaryum,Arecaceae,Tropical,Primary,Myoprocta_acouchy,Dasyproctidae,cache,Rodent,Brazil,Ferreira (2011),
166,Astrocaryum_mexicanum,Astrocaryum mexicanum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Mexico,Andreazzi et al. (2009),
173,Astrocaryum_murumuru,Astrocaryum murumuru,Astrocaryum,Arecaceae,Tropical,Primary,Myoprocta_pratti,Dasyproctidae,cache,Rodent,Peru,Andreazzi et al. (2009),
174,Astrocaryum_murumuru,Astrocaryum murumuru,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_variegata,Dasyproctidae,cache,Rodent,Peru,Cintra & Horna (1997),
175,Astrocaryum_paramaca,Astrocaryum paramaca,Astrocaryum,Arecaceae,Tropical,Primary,Myoprocta_exilis,Dasyproctidae,cache,Rodent,French Guiana,Forget (1991),
177,Astrocaryum_sciophilum,Astrocaryum sciophilum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,French Guiana,Charles-Dominique et al. (2001),
178,Astrocaryum_sciophilum,Astrocaryum sciophilum,Astrocaryum,Arecaceae,Tropical,Primary,Myoprocta_acouchy,Dasyproctidae,cache,Rodent,French Guiana,Charles-Dominique et al. (2001),
181,Astrocaryum_sciophilum,Astrocaryum sciophilum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_leporina + Myoprocta_acouchy,Dasyproctidae,cache,Rodent,French Guiana,Charles-Dominique et al. (2001),
185,Astrocaryum_standleyanum,Astrocaryum standleyanum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Hirsch et al. (2012),
187,Astrocaryum_standleyanum,Astrocaryum standleyanum,Astrocaryum,Arecaceae,Tropical,Primary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Jansen et al. (2012),
191,Attalea_attaleoides,Attalea attaleoides,Attalea,Arecaceae,Tropical,Primary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Ferreira (2011),
192,Attalea_attaleoides,Attalea attaleoides,Attalea,Arecaceae,Tropical,Primary,Myoprocta_acouchy,Dasyproctidae,cache,Rodent,Brazil,Ferreira (2011),
198,Attalea_butyracea,Attalea butyracea,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Forget et al. (1994),
200,Attalea_butyracea,Attalea butyracea,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Jansen et al. (2014),
206,Attalea_funifera,Attalea funifera,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,,Andreazzi et al. (2009),
207,Attalea_geraensis,Attalea geraensis,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_azarae,Dasyproctidae,cache,Rodent,Brazil,de Almeida & Galetti (2007),
211,Attalea_humilis,Attalea humilis,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,,Andreazzi et al. (2009),
214,Attalea_maripa,Attalea maripa,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Fragoso (1997),
215,Attalea_oleifera,Attalea oleifera,Attalea,Arecaceae,Tropical,Primary,Dasyprocta_azarae,Dasyproctidae,cache,Rodent,,Andreazzi et al. (2009),
219,Attalea_oleifera,Attalea oleifera,Attalea,Arecaceae,Tropical,Primary,Dasyprocta_prymnolopha,Dasyproctidae,cache,Rodent,Brazil,Pimentel & Tabarelli (2004),
221,Attalea_phalerata,Attalea phalerata,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
222,Attalea_phalerata,Attalea phalerata,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_azarae,Dasyproctidae,cache,Rodent,Brazil,Nascimento et al. (2004),
225,Attalea_rostrata,Attalea rostrata,Attalea,Arecaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Forget et al. (1994),
238,Bactris_acanthocarpa,Bactris acanthocarpa,Bactris,Arecaceae,Tropical,Primary,Dasyprocta_prymnolopha,Dasyproctidae,cache,Rodent,,Andreazzi et al. (2009),
240,Bactris_acanthocarpa,Bactris acanthocarpa,Bactris,Arecaceae,Tropical,Primary,Dasyprocta_prymnolopha,Dasyproctidae,cache,Rodent,Brazil,Silva & Tabarelli (2001),
247,Bactris_setosa,Bactris setosa,Bactris,Arecaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,,Andreazzi et al. (2009),
260,Beilschmiedia_costaricensis,Beilschmiedia costaricensis,Beilschmiedia,Lauraceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Wenny (2005),
264,Bertholletia_excelsa,Bertholletia excelsa,Bertholletia,Lecythidaceae,Tropical,Secondary,Dasyprocta_sp.,Dasyproctidae,cache,Rodent,Brazil,de Oliveira Wadt et al. (2018),
265,Bertholletia_excelsa,Bertholletia excelsa,Bertholletia,Lecythidaceae,Tropical,Secondary,Dasyprocta_fuliginosa,Dasyproctidae,cache,Rodent,Brazil,Haugaasen et al. (2010),
300,Brosimum_alicastrum,Brosimum alicastrum,Brosimum,Moraceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Forget et al. (1998),
301,Brosimum_alicastrum,Brosimum alicastrum,Brosimum,Moraceae,Tropical,Secondary,,Dasyproctidae,cache,Rodent,Ecuador,Jara-Guerrero et al. (2011),
311,Byrsonima_orbignyana,Byrsonima orbignyana,Byrsonima,Malpighiaceae,Tropical,Secondary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
316,Calophyllum_brasiliense,Calophyllum brasiliense,Calophyllum,Calophyllaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Nicaragua,Fung Mcleod (2011),
346,Carapa_guianensis,Carapa guianensis,Carapa,Meliaceae,Tropical,Secondary,,Dasyproctidae,cache,Rodent,French Guiana,Rosin (2017),
347,Carapa_nicaraguensis,Carapa nicaraguensis,Carapa,Meliaceae,Tropical,Secondary,Unknown,Dasyproctidae,cache,Rodent,Costa Rica,Guariguata et al. (2000),
348,Carapa_nicaraguensis,Carapa nicaraguensis,Carapa,Meliaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,McHargue & Hartshorn (1983),
352,Carapa_procera,Carapa procera,Carapa,Meliaceae,Tropical,Primary,Several species rodents,Dasyproctidae,cache,Rodent,French Guiana,Forget (1996),
353,Carapa_procera,Carapa procera,Carapa,Meliaceae,Tropical,Primary,Myoprocta_acouchy,Dasyproctidae,cache,Rodent,French Guiana,Jansen et al. (2002),
354,Carapa_procera,Carapa procera,Carapa,Meliaceae,Tropical,Primary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,French Guiana,Jansen et al. (2004),
355,Carapa_procera,Carapa procera,Carapa,Meliaceae,Tropical,Primary,Myoprocta_acouchy,Dasyproctidae,cache,Rodent,French Guiana,Jansen et al. (2004),
384,Caryocar_brasiliense,Caryocar brasiliense,Caryocar,Caryocaraceae,Tropical,Primary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
468,Chlorocardium_rodiei,Chlorocardium rodiei,Chlorocardium,Lauraceae,Tropical,Secondary,Dasyprocta_agouti,Dasyproctidae,cache,Rodent,Guyana,Hammond et al. (1999),
469,Chlorocardium_rodiei,Chlorocardium rodiei,Chlorocardium,Lauraceae,Tropical,Secondary,Myoprocta_acouchy,Dasyproctidae,cache,Rodent,Guyana,Hammond et al. (1999),
471,Chomelia_sylvicola,Chomelia sylvicola,Chomelia,Rubiaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Wenny (2005),
476,Chrysophyllum_lucentifolium,Chrysophyllum lucentifolium,Chrysophyllum,Sapotaceae,Tropical,Secondary,Myoprocta_exilis,Dasyproctidae,cache,Rodent,French Guiana,Chauvet et al. (2004),
486,Cinnamomum_triplinerve,Cinnamomum triplinerve,Cinnamomum,Lauraceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Cole (2009),
526,Connarus_grandiflorus,Connarus grandiflorus,Connarus,Connaraceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Dominica,Taylor (2010),
536,Cordia_bicolor,Cordia bicolor,Cordia,Boraginaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Beckman & Muller-Landau (2007),
593,Cupania_latifolia,Cupania latifolia,Cupania,Sapindaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Forget et al. (1998),
636,Dipteryx_micrantha,Dipteryx micrantha,Dipteryx,Fabaceae,Tropical,Secondary,Dasyprocta_variegata,Dasyproctidae,cache,Rodent,Peru,Cintra & Horna (1997),
639,Dipteryx_odorata,Dipteryx odorata,Dipteryx,Fabaceae,Tropical,Secondary,,Dasyproctidae,cache,Rodent,Guyana,Polak (1992),
640,Dipteryx_oleifera,Dipteryx oleifera,Dipteryx,Fabaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Panama,Smythe (1970),
641,Dipteryx_panamensis,Dipteryx panamensis,Dipteryx,Fabaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Forget (1993),
642,Dipteryx_panamensis,Dipteryx panamensis,Dipteryx,Fabaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Kuprewicz (2013),
643,Dipteryx_panamensis,Dipteryx panamensis,Dipteryx,Fabaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Kuprewicz (2013),
644,Doliocarpus_olivaceus,Doliocarpus olivaceus,Doliocarpus,Dilleniaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Forget et al. (1998),
654,Dulacia_egleri,Dulacia egleri,Dulacia,Olacaceae,Tropical,Secondary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
656,Dussia_martinicensis,Dussia martinicensis,Dussia,Fabaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Dominica,Taylor (2010),
689,Enterolobium_contortisiliquum,Enterolobium contortisiliquum,Enterolobium,Fabaceae,Tropical,Secondary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
694,Eperua_falcata,Eperua falcata,Eperua,Fabaceae,Tropical,Secondary,,Dasyproctidae,cache,Rodent,French Guiana,Forget (1989),
697,Eperua_grandiflora,Eperua grandiflora,Eperua,Fabaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,French Guiana,Forget (1992),
698,Eperua_grandiflora,Eperua grandiflora,Eperua,Fabaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,French Guiana,Sabatier (1983),
732,Eugenia_cambucurana,Eugenia cambucurana,Eugenia,Myrtaceae,Tropical,Primary,,Dasyproctidae,cache,Rodent,Brazil,Galetti et al. (2011),
733,Eugenia_coloradensis,Eugenia coloradensis,Eugenia,Myrtaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Panama,Forget et al. (1998),
734,Eugenia_guatemalensis,Eugenia guatemalensis,Eugenia,Myrtaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Wenny (2005),
735,Eugenia_multicostata,Eugenia multicostata,Eugenia,Myrtaceae,Tropical,Primary,,Dasyproctidae,cache,Rodent,Brazil,Galetti et al. (2011),
736,Eugenia_neoverrucosa,Eugenia neoverrucosa,Eugenia,Myrtaceae,Tropical,Primary,,Dasyproctidae,cache,Rodent,Brazil,Galetti et al. (2011),
737,Eugenia_patrisii,Eugenia patrisii,Eugenia,Myrtaceae,Tropical,Primary,,Dasyproctidae,cache,Rodent,Brazil,Macedo & Prance (1978),
753,Euterpe_edulis,Euterpe edulis,Euterpe,Arecaceae,Tropical,Secondary,Dasyprocta_leporina,Dasyproctidae,cache,Rodent,Brazil,Galetti et al. (2010),
754,Euterpe_edulis,Euterpe edulis,Euterpe,Arecaceae,Tropical,Secondary,,Dasyproctidae,cache,Rodent,Brazil,Gallardo et al.(2008),
790,Ficus_gomelleira,Ficus gomelleira,Ficus,Moraceae,Tropical,Secondary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
820,Garcinia_brasiliensis,Garcinia brasiliensis,Garcinia,Clusiaceae,Tropical,Secondary,Dasyprocta,Dasyproctidae,cache,Rodent,Brazil,Donatti et al. (2011),
829,Geoffroea_spinosa,Geoffroea spinosa,Geoffroea,Fabaceae,Tropical,Primary,,Dasyproctidae,cache,Rodent,Ecuador,Jara-Guerrero et al. (2011),
830,Geonoma_edulis,Geonoma edulis,Geonoma,Arecaceae,Tropical,Secondary,Dasyprocta_punctata,Dasyproctidae,cache,Rodent,Costa Rica,Wenny (2005),
