source,site_id,lat,long,family,genus,species,sp,mode,color_desc,habit,fruit_length
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,cespitosum,Vaccinium cespitosum,endo,blue,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,ovalifolium,Vaccinium ovalifolium,endo,blue,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,myrtilloides,Vaccinium myrtilloides,endo,blue,,8.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,vacillans,Vaccinium vacillans,endo,black,,7.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,angustifolium,Vaccinium angustifolium,endo,blue,shrub,6.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,angustifolium var. laevifolium,Vaccinium angustifolium var. laevifolium,endo,blue,shrub,10.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,angustifolium var. hypolasium,Vaccinium angustifolium var. hypolasium,endo,blue,shrub,10.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,angustifolium var. nigrum,Vaccinium angustifolium var. nigrum,endo,black,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,caesariense,Vaccinium caesariense,endo,black,shrub,6.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,atrococcum,Vaccinium atrococcum,endo,black,,6.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,endo,red,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ericaceae,Vaccinium,macrocarpon,Vaccinium macrocarpon,endo,red,,15
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Ebenaceae,Diospyros,virginiana,Diospyros virginiana,endo,red,tree,30
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Oleaceae,Ligustrum,vulgare,Ligustrum vulgare,endo,black,shrub,7
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Solanaceae,Solanum,carolinense,Solanum carolinense,endo,yellow,herb,12.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Solanaceae,Physalis,pruinosa,Physalis pruinosa,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Solanaceae,Lycium,halimifolium,Lycium halimifolium,endo,red,shrub,15
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Rubiaceae,Mitchella,repens,Mitchella repens,endo,red,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,villosa,Lonicera villosa,endo,blue,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,villosa var. solonis,Lonicera villosa var. solonis,endo,blue,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,villosa var. calvescens,Lonicera villosa var. calvescens,endo,blue,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,villosa var. tonsa,Lonicera villosa var. tonsa,endo,blue,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,canadensis,Lonicera canadensis,endo,red,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,oblongifolia,Lonicera oblongifolia,endo,red,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,sempervirens,Lonicera sempervirens,endo,red,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,dioica,Lonicera dioica,endo,red,climber,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,hirsuta,Lonicera hirsuta,endo,unknown,climber,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Symphoricarpos,orbiculatus,Symphoricarpos orbiculatus,endo,red,shrub,6
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Viburnum,alnifolium,Viburnum alnifolium,endo,black,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Viburnum,cassinoides,Viburnum cassinoides,endo,black,shrub,7.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Viburnum,lentago,Viburnum lentago,endo,black,shrub,11.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Viburnum,rafinesquianum,Viburnum rafinesquianum,endo,black,shrub,8
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Viburnum,recognitum,Viburnum recognitum,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Viburnum,acerifolium,Viburnum acerifolium,endo,black,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Viburnum,trilobum,Viburnum trilobum,endo,red,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Sambucus,canadensis,Sambucus canadensis,endo,black,,4.5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Sambucus,pubens,Sambucus pubens,endo,red,shrub,5
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Araceae,Arisaema,atrorubens,Arisaema atrorubens,endo,red,,45
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Araceae,Peltandra,virginica,Peltandra virginica,endo,yellow,,9
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Araceae,Calla,palustris,Calla palustris,endo,red,herb,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Amianthium,muscaetoxicum,Amianthium muscaetoxicum,endo,red,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Smilacina,racemosa,Smilacina racemosa,endo,red,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Smilacina,trifolia,Smilacina trifolia,endo,red,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Smilacina,stellata,Smilacina stellata,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Streptopus,amplexifolius var oreopolus,Streptopus amplexifolius var oreopolus,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Streptopus,roseus,Streptopus roseus,endo,red,,10
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Polygonatum,pubescens,Polygonatum pubescens,endo,black,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Medeola,virginiana,Medeola virginiana,endo,black,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Trillium,cernuum,Trillium cernuum,endo,red,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Trillium,erectum,Trillium erectum,endo,red,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Trillium,grandiflorum,Trillium grandiflorum,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Trillium,undulatum,Trillium undulatum,endo,red,,16
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Smilax,herbacea,Smilax herbacea,endo,blue,climber,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Smilax,rotundifolia,Smilax rotundifolia,endo,black,climber,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Liliaceae,Smilax,glauca var leurophylla,Smilax glauca var leurophylla,endo,black,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,standishii,Lonicera standishii,endo,red,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,involucrata,Lonicera involucrata,endo,black,shrub,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,flavida,Lonicera flavida,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,flava,Lonicera flava,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,prolifera,Lonicera prolifera,endo,unknown,,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,periclymenum,Lonicera periclymenum,endo,red,climber,NA
"Gray's Manual of Botany, eighth edition",MAINE,45.37984562,-69.22915046,Caprifoliaceae,Lonicera,hirsuta,Lonicera hirsuta,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Achatocarpaceae,Achatocarpus,nigricans,Achatocarpus nigricans,endo,,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Achatocarpaceae,Achatocarpus,pubescens,Achatocarpus pubescens,endo,,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Actinidiaceae,Saurauia,yasicae,Saurauia yasicae,endo,green,shrub,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Actinidiaceae,Saurauia,aspera,Saurauia aspera,endo,green,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Actinidiaceae,Saurauia,homotricha,Saurauia homotricha,endo,green,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Actinidiaceae,Saurauia,montana,Saurauia montana,endo,green,shrub,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Actinidiaceae,Saurauia,rubiformis,Saurauia rubiformis,endo,green,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Actinidiaceae,Saurauia,squamifructa,Saurauia squamifructa,endo,green,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Actinidiaceae,Saurauia,waldheimii,Saurauia waldheimii,endo,green,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Agavaceae,Sansevieria,trifasciata,Sansevieria trifasciata,endo,orange,herb,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Agavaceae,Sansevieria,cylindrica,Sansevieria cylindrica,endo,unknown,herb,8
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Agavaceae,Sansevieria,hyacinthoides,Sansevieria hyacinthoides,endo,unknown,herb,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Agavaceae,Dracaena,fragrans,Dracaena fragrans,endo,red,shrub,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Agavaceae,Cordyline,fruticosa,Cordyline fruticosa,endo,red,shrub,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Amaranthaceae,Pleuropetalum,pleiogynum,Pleuropetalum pleiogynum,endo,black,shrub,6.75
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Amaranthaceae,Pleuropetalum,sprucei,Pleuropetalum sprucei,endo,black,shrub,5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Amaranthaceae,Campnosperma,panamense,Campnosperma panamense,endo,red,tree,12.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Anacardium,excelsum,Anacardium excelsum,endo,green,tree,28.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Anacardium,occidentale,Anacardium occidentale,endo,white,tree,27.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Amphipterygium,simplicifolium,Amphipterygium simplicifolium,endo,,tree,35
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Spondias,dulcis,Spondias dulcis,endo,yellow,tree,70
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Spondias,mombin,Spondias mombin,endo,yellow,tree,30
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Spondias,radlkoferi,Spondias radlkoferi,endo,green,tree,27.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Spondias,purpurea,Spondias purpurea,endo,red,tree,25
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Schinus,molle,Schinus molle,endo,red,tree,6
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Mosquitoxylum,jamaicensis,Mosquitoxylum jamaicensis,endo,unknown,tree,7.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Astronium,graveolens,Astronium graveolens,endo,,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis,endo,black,tree,12.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Tapirira,mexicana,Tapirira mexicana,endo,black,tree,23
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Anacardiaceae,Toxicodendron,striatum,Toxicodendron striatum,endo,black,tree,8.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Duguetia,confusa,Duguetia confusa,endo,red,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Duguetia,panamensis,Duguetia panamensis,endo,unknown,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,purpurea,Annona purpurea,endo,red,tree,120
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,glabra,Annona glabra,endo,green,shrub,120
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,montana,Annona montana,endo,unknown,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,muricata,Annona muricata,endo,unknown,tree,300
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,holosericea,Annona holosericea,endo,yellow,tree,40
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,diversifolia,Annona diversifolia,endo,green,tree,140
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,squamosa,Annona squamosa,endo,,shrub,80
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,cherimola,Annona cherimola,endo,black,shrub,110
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,reticulata,Annona reticulata,endo,red,tree,70
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Annona,pruinosa,Annona pruinosa,endo,green,tree,45
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Rollinia,pittieri,Rollinia pittieri,endo,unknown,tree,20
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Rollinia,membranacea,Rollinia membranacea,endo,,tree,40
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Unonopsis,pittieri,Unonopsis pittieri,endo,unknown,tree,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Unonopsis,stevensii,Unonopsis stevensii,endo,red,tree,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Guatteria,aeruginosa,Guatteria aeruginosa,endo,unknown,tree,10
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Guatteria,verrucosa,Guatteria verrucosa,endo,unknown,tree,8
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Guatteria,recurvisepala,Guatteria recurvisepala,endo,unknown,tree,9
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Guatteria,amplifolia,Guatteria amplifolia,endo,unknown,shrub,8
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Guatteria,tomentosa,Guatteria tomentosa,endo,unknown,tree,7.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Oxandra,venezuelana,Oxandra venezuelana,endo,green,tree,16
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Oxandra,longipetala,Oxandra longipetala,endo,unknown,tree,11
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Anaxagorea,phaeocarpa,Anaxagorea phaeocarpa,endo,unknown,tree,35
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Anaxagorea,crassipetala,Anaxagorea crassipetala,endo,unknown,shrub,24
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Cymbopetalum,torulosum,Cymbopetalum torulosum,endo,black,tree,77.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Cymbopetalum,costaricense,Cymbopetalum costaricense,endo,red,shrub,60
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Xylopia,frutescens,Xylopia frutescens,endo,red,tree,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Xylopia,aromatica,Xylopia aromatica,endo,red,tree,22.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Xylopia,bocatorena,Xylopia bocatorena,endo,red,tree,50
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Sapranthus,viridiflorus,Sapranthus viridiflorus,endo,green,tree,100
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Sapranthus,palanga,Sapranthus palanga,endo,green,tree,95
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Sapranthus,violaceus,Sapranthus violaceus,endo,white,tree,55
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Stenanona,costaricensis,Stenanona costaricensis,endo,red,tree,25
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Cananga,odorata,Cananga odorata,endo,black,tree,7.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Desmopsis,schippii,Desmopsis schippii,endo,red,shrub,27
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Desmopsis,bibracteata,Desmopsis bibracteata,endo,black,shrub,15
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Annonaceae,Desmopsis,microcarpa,Desmopsis microcarpa,endo,black,shrub,21
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Eryngium,ebracteatum,Eryngium ebracteatum,endo,white,herb,17.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Sanicula,liberta,Sanicula liberta,endo,unknown,herb,3
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Cyclospermum,leptophyllum,Cyclospermum leptophyllum,endo,unknown,herb,2.1
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Donnellsmithia,juncea,Donnellsmithia juncea,endo,unknown,herb,2.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Spananthe,paniculata,Spananthe paniculata,endo,unknown,herb,3
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Centella,erecta,Centella erecta,endo,unknown,herb,3.5
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Hydrocotyle,bonariensis,Hydrocotyle bonariensis,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Hydrocotyle,leucocephala,Hydrocotyle leucocephala,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Hydrocotyle,mexicana,Hydrocotyle mexicana,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Hydrocotyle,pusilla,Hydrocotyle pusilla,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Hydrocotyle,ranunculoides,Hydrocotyle ranunculoides,endo,unknown,,NA
Flora of Nicaragua (online),NICARAGUA,12.84390878,-85.03839015,Apiaceae,Hydrocotyle,umbellata,Hydrocotyle umbellata,endo,unknown,,NA
